file,loc,bcdKey,featureName,baseline,mdn,advice
"packages/scanner/examples/app.css","3","css.properties.word-break.auto-phrase","word-break: auto-phrase","false","","Feature is not in Baseline. Consider a fallback or feature detect before using (css.properties.word-break.auto-phrase)."
"packages/scanner/report.html","238","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","239","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","239","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","240","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","240","html.elements.a","<a>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/a","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","241","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","243","html.elements.tr","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/tr","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","244","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","244","html.elements.span","<span>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/span","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","245","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","245","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","246","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","247","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","248","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","248","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","249","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","249","html.elements.a","<a>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/a","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","250","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","252","html.elements.tr","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/tr","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","253","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","253","html.elements.span","<span>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/span","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","254","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","254","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","255","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","256","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","257","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","257","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","258","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","258","html.elements.a","<a>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/a","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","259","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","261","html.elements.tr","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/tr","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","262","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","262","html.elements.span","<span>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/span","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","263","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","263","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","264","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","265","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","266","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","266","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","267","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","267","html.elements.a","<a>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/a","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","268","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","270","html.elements.tr","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/tr","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","271","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","271","html.elements.span","<span>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/span","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","272","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","272","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","273","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","274","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","275","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","275","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","276","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","276","html.elements.a","<a>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/a","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","277","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","279","html.elements.tr","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/tr","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","280","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","280","html.elements.span","<span>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/span","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","281","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","281","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","282","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","283","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","284","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","284","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","285","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","285","html.elements.a","<a>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/a","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","286","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","288","html.elements.tr","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/tr","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","289","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","289","html.elements.span","<span>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/span","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","290","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","290","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","291","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","292","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","293","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","293","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","294","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","295","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","297","html.elements.tr","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/tr","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","298","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","298","html.elements.span","<span>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/span","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","299","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","299","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","300","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","301","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","302","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","302","html.elements.code","<code>","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/code","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","303","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/report.html","304","html.elements.td","Tables","high","https://developer.mozilla.org/docs/Web/HTML/Reference/Elements/td","Widely Baseline. Generally safe; still test on your supported browsers."
"packages/scanner/examples/app.css","7","css.properties.color.rebeccapurple","","","","Feature is not in Baseline. Consider a fallback or feature detect before using (css.properties.color.rebeccapurple)."
"packages/scanner/report.html","27","html.elements.sum","","","","Feature is not in Baseline. Consider a fallback or feature detect before using (html.elements.sum)."
